
#######################################################
  RUN 1/5  |  seed=42
#######################################################

=======================================================
 Method: FEDAVG  |  Dataset: CICMALDROID
 Tasks: 5  |  Rounds/task: 25  |  Clients: 10
 DP: OFF
=======================================================
 Device: cpu
[CICMalDroid] 5385 samples, 200 features
[CICMalDroid] Benign=1795, Malware=3590
[CICMalDroid] Class dist: {1: 479, 2: 781, 3: 1405, 4: 925, 5: 1795}  (1=Adware 2=Banking 3=SMS 4=Riskware 5=Benign)
[Data] Strategy: category-aware temporal split + client specialization
  Task 0 (dom=Adware): 870 samples | Mal=511 Ben=359
  Task 1 (dom=Banking): 1131 samples | Mal=772 Ben=359
  Task 2 (dom=SMS): 1678 samples | Mal=1319 Ben=359
  Task 3 (dom=Riskware): 1258 samples | Mal=899 Ben=359
  Task 4 (dom=Adware): 448 samples | Mal=89 Ben=359
[Data] 5 tasks x 10 clients ready.

───────────────────────────────────────────────────────
 TASK 0  (25 rounds)
───────────────────────────────────────────────────────
  Client 00 | round=  1 | stage=STABLE     | score=0.000 | loss=0.7337 | acc=0.594 ✓
  Client 03 | round= 16 | stage=REPLAY     | score=0.500 | loss=0.4537 | acc=0.796 ✓
  Client 04 | round= 16 | stage=STABLE     | score=0.035 | loss=0.3615 | acc=0.842 ✓
  Client 05 | round= 16 | stage=STABLE     | score=0.075 | loss=0.3232 | acc=0.895 ✓
  Client 06 | round= 16 | stage=STABLE     | score=0.000 | loss=0.1950 | acc=0.945 ✓
  Client 07 | round= 16 | stage=STABLE     | score=0.000 | loss=0.1607 | acc=0.953 ✓
  Client 08 | round= 16 | stage=STABLE     | score=0.000 | loss=0.2749 | acc=0.859 ✓
  Client 09 | round= 16 | stage=STABLE     | score=0.000 | loss=0.3148 | acc=0.891 ✓
[Server] Round 91: active=10/10 | τ=0.500 | avg_score=0.061 | avg_acc=0.853
  Client 00 | round= 17 | stage=STABLE     | score=0.000 | loss=0.4752 | acc=0.792 ✓
  Client 01 | round= 17 | stage=STABLE     | score=0.000 | loss=0.5435 | acc=0.792 ✓
  Client 02 | round= 17 | stage=STABLE     | score=0.063 | loss=0.4856 | acc=0.778 ✓
  Client 03 | round= 17 | stage=STABLE     | score=0.000 | loss=0.4005 | acc=0.833 ✓
  Client 04 | round= 17 | stage=STABLE     | score=0.081 | loss=0.3713 | acc=0.807 ✓
  Client 05 | round= 17 | stage=STABLE     | score=0.154 | loss=0.3989 | acc=0.877 ✓
  Client 06 | round= 17 | stage=STABLE     | score=0.000 | loss=0.2215 | acc=0.914 ✓
  Client 07 | round= 17 | stage=STABLE     | score=0.000 | loss=0.1765 | acc=0.938 ✓
  Client 08 | round= 17 | stage=STABLE     | score=0.000 | loss=0.3790 | acc=0.828 ✓
  Client 09 | round= 17 | stage=STABLE     | score=0.023 | loss=0.3981 | acc=0.828 ✓
[Server] Round 92: active=10/10 | τ=0.500 | avg_score=0.032 | avg_acc=0.839
  Client 00 | round= 18 | stage=STABLE     | score=0.283 | loss=0.4340 | acc=0.830 ✓
  Client 01 | round= 18 | stage=STABLE     | score=0.000 | loss=0.6097 | acc=0.792 ✓
  Client 02 | round= 18 | stage=STABLE     | score=0.000 | loss=0.3920 | acc=0.833 ✓
  Client 03 | round= 18 | stage=STABLE     | score=0.272 | loss=0.4700 | acc=0.833 ✓
  Client 04 | round= 18 | stage=REPLAY     | score=0.826 | loss=0.3472 | acc=0.877 ✓
  Client 05 | round= 18 | stage=REPLAY     | score=0.434 | loss=0.3960 | acc=0.860 ✓
  Client 06 | round= 18 | stage=REPLAY     | score=0.500 | loss=0.2065 | acc=0.922 ✓
  Client 07 | round= 18 | stage=STABLE     | score=0.000 | loss=0.1927 | acc=0.938 ✓
  Client 08 | round= 18 | stage=STABLE     | score=0.097 | loss=0.3687 | acc=0.828 ✓
  Client 09 | round= 18 | stage=STABLE     | score=0.256 | loss=0.4734 | acc=0.781 ✓
[Server] Round 93: active=9/10 | τ=0.519 | avg_score=0.267 | avg_acc=0.846
  Client 00 | round= 19 | stage=STABLE     | score=0.000 | loss=0.4479 | acc=0.887 ✓
  Client 01 | round= 19 | stage=REPLAY     | score=0.582 | loss=0.4949 | acc=0.774 ✓
  Client 02 | round= 19 | stage=STABLE     | score=0.000 | loss=0.3782 | acc=0.815 ✓
  Client 03 | round= 19 | stage=STABLE     | score=0.275 | loss=0.4191 | acc=0.852 ✓
  Client 04 | round= 19 | stage=STABLE     | score=0.000 | loss=0.3656 | acc=0.877 ✓
  Client 05 | round= 19 | stage=STABLE     | score=0.000 | loss=0.3925 | acc=0.860 ✓
  Client 06 | round= 19 | stage=STABLE     | score=0.227 | loss=0.2296 | acc=0.883 ✓
  Client 07 | round= 19 | stage=REPLAY     | score=0.537 | loss=0.1865 | acc=0.938 ✓
  Client 08 | round= 19 | stage=REPLAY     | score=0.500 | loss=0.3645 | acc=0.859 ✓
  Client 09 | round= 19 | stage=REPLAY     | score=0.501 | loss=0.3331 | acc=0.844 ✓
[Server] Round 94: active=10/10 | τ=0.524 | avg_score=0.262 | avg_acc=0.859
  Client 00 | round= 20 | stage=STABLE     | score=0.000 | loss=0.4566 | acc=0.849 ✓
  Client 01 | round= 20 | stage=REPLAY     | score=0.393 | loss=0.4334 | acc=0.792 ✓
  Client 02 | round= 20 | stage=STABLE     | score=0.000 | loss=0.3490 | acc=0.833 ✓
  Client 03 | round= 20 | stage=REPLAY     | score=0.393 | loss=0.3852 | acc=0.852 ✓
  Client 04 | round= 20 | stage=STABLE     | score=0.236 | loss=0.3982 | acc=0.825 ✓
  Client 05 | round= 20 | stage=STABLE     | score=0.000 | loss=0.3521 | acc=0.842 ✓
  Client 06 | round= 20 | stage=STABLE     | score=0.000 | loss=0.2009 | acc=0.930 ✓
  Client 07 | round= 20 | stage=STABLE     | score=0.000 | loss=0.2376 | acc=0.906 ✓
  Client 08 | round= 20 | stage=STABLE     | score=0.000 | loss=0.2811 | acc=0.875 ✓
  Client 09 | round= 20 | stage=REPLAY     | score=0.511 | loss=0.3482 | acc=0.828 ✓
[Server] Round 95: active=10/10 | τ=0.500 | avg_score=0.153 | avg_acc=0.853
  Client 00 | round= 21 | stage=STABLE     | score=0.000 | loss=0.3700 | acc=0.849 ✓
  Client 01 | round= 21 | stage=STABLE     | score=0.000 | loss=0.5124 | acc=0.792 ✓
  Client 02 | round= 21 | stage=STABLE     | score=0.074 | loss=0.3687 | acc=0.815 ✓
  Client 03 | round= 21 | stage=STABLE     | score=0.000 | loss=0.4157 | acc=0.852 ✓
  Client 04 | round= 21 | stage=STABLE     | score=0.014 | loss=0.3471 | acc=0.860 ✓
  Client 05 | round= 21 | stage=STABLE     | score=0.228 | loss=0.3828 | acc=0.860 ✓
  Client 06 | round= 21 | stage=STABLE     | score=0.000 | loss=0.1665 | acc=0.945 ✓
  Client 07 | round= 21 | stage=STABLE     | score=0.000 | loss=0.1431 | acc=0.945 ✓
  Client 08 | round= 21 | stage=STABLE     | score=0.000 | loss=0.3926 | acc=0.844 ✓
  Client 09 | round= 21 | stage=STABLE     | score=0.105 | loss=0.3256 | acc=0.875 ✓
[Server] Round 96: active=10/10 | τ=0.500 | avg_score=0.042 | avg_acc=0.864
  Client 00 | round= 22 | stage=STABLE     | score=0.000 | loss=0.4229 | acc=0.849 ✓
  Client 01 | round= 22 | stage=STABLE     | score=0.000 | loss=0.4711 | acc=0.830 ✓
  Client 02 | round= 22 | stage=REPLAY     | score=0.744 | loss=0.3631 | acc=0.815 ✓
  Client 03 | round= 22 | stage=STABLE     | score=0.000 | loss=0.3618 | acc=0.870 ✓
  Client 04 | round= 22 | stage=REPLAY     | score=0.724 | loss=0.3400 | acc=0.877 ✓
  Client 05 | round= 22 | stage=STABLE     | score=0.271 | loss=0.4172 | acc=0.860 ✓
  Client 06 | round= 22 | stage=STABLE     | score=0.000 | loss=0.1622 | acc=0.945 ✓
  Client 07 | round= 22 | stage=REPLAY     | score=0.342 | loss=0.2031 | acc=0.914 ✓
  Client 08 | round= 22 | stage=STABLE     | score=0.000 | loss=0.2912 | acc=0.906 ✓
  Client 09 | round= 22 | stage=STABLE     | score=0.000 | loss=0.3067 | acc=0.922 ✓
[Server] Round 97: active=10/10 | τ=0.513 | avg_score=0.208 | avg_acc=0.879
  Client 00 | round= 23 | stage=STABLE     | score=0.062 | loss=0.4350 | acc=0.830 ✓
  Client 01 | round= 23 | stage=STABLE     | score=0.000 | loss=0.4773 | acc=0.830 ✓
  Client 02 | round= 23 | stage=REPLAY     | score=0.676 | loss=0.3655 | acc=0.833 ✓
  Client 03 | round= 23 | stage=STABLE     | score=0.000 | loss=0.4009 | acc=0.852 ✓
  Client 04 | round= 23 | stage=STABLE     | score=0.135 | loss=0.3401 | acc=0.860 ✓
  Client 05 | round= 23 | stage=STABLE     | score=0.082 | loss=0.3689 | acc=0.895 ✓
  Client 06 | round= 23 | stage=STABLE     | score=0.051 | loss=0.2010 | acc=0.930 ✓
  Client 07 | round= 23 | stage=STABLE     | score=0.000 | loss=0.2360 | acc=0.914 ✓
  Client 08 | round= 23 | stage=STABLE     | score=0.000 | loss=0.3148 | acc=0.875 ✓
  Client 09 | round= 23 | stage=STABLE     | score=0.000 | loss=0.3508 | acc=0.859 ✓
[Server] Round 98: active=10/10 | τ=0.500 | avg_score=0.101 | avg_acc=0.868
  Client 00 | round= 24 | stage=STABLE     | score=0.000 | loss=0.4217 | acc=0.849 ✓
  Client 01 | round= 24 | stage=STABLE     | score=0.000 | loss=0.4423 | acc=0.811 ✓
  Client 02 | round= 24 | stage=STABLE     | score=0.234 | loss=0.4015 | acc=0.796 ✓
  Client 03 | round= 24 | stage=STABLE     | score=0.000 | loss=0.4294 | acc=0.870 ✓
  Client 04 | round= 24 | stage=STABLE     | score=0.030 | loss=0.4825 | acc=0.807 ✓
  Client 05 | round= 24 | stage=STABLE     | score=0.270 | loss=0.3184 | acc=0.895 ✓
  Client 06 | round= 24 | stage=STABLE     | score=0.000 | loss=0.2375 | acc=0.898 ✓
  Client 07 | round= 24 | stage=STABLE     | score=0.000 | loss=0.2195 | acc=0.906 ✓
  Client 08 | round= 24 | stage=STABLE     | score=0.135 | loss=0.3776 | acc=0.828 ✓
  Client 09 | round= 24 | stage=STABLE     | score=0.000 | loss=0.2780 | acc=0.922 ✓
[Server] Round 99: active=10/10 | τ=0.500 | avg_score=0.067 | avg_acc=0.858
  Client 00 | round= 25 | stage=REPLAY     | score=0.336 | loss=0.3887 | acc=0.868 ✓
  Client 01 | round= 25 | stage=STABLE     | score=0.000 | loss=0.4544 | acc=0.849 ✓
  Client 02 | round= 25 | stage=STABLE     | score=0.000 | loss=0.3716 | acc=0.852 ✓
  Client 03 | round= 25 | stage=STABLE     | score=0.000 | loss=0.3772 | acc=0.852 ✓
  Client 04 | round= 25 | stage=STABLE     | score=0.243 | loss=0.3585 | acc=0.842 ✓
  Client 05 | round= 25 | stage=STABLE     | score=0.165 | loss=0.3726 | acc=0.877 ✓
  Client 06 | round= 25 | stage=STABLE     | score=0.000 | loss=0.1605 | acc=0.969 ✓
  Client 07 | round= 25 | stage=STABLE     | score=0.000 | loss=0.1866 | acc=0.945 ✓
  Client 08 | round= 25 | stage=STABLE     | score=0.000 | loss=0.3247 | acc=0.828 ✓
  Client 09 | round= 25 | stage=REPLAY     | score=0.500 | loss=0.4127 | acc=0.859 ✓
[Server] Round 100: active=10/10 | τ=0.500 | avg_score=0.124 | avg_acc=0.874
 Task 3 | Acc=0.8718  Precision=0.8721  F1=0.9147  Recall=0.9628
  [DRC] Client 00 consolidating EWC anchor (task done) ...
  [DRC] Client 01 consolidating EWC anchor (task done) ...
  [DRC] Client 02 consolidating EWC anchor (task done) ...
  [DRC] Client 03 consolidating EWC anchor (task done) ...
  [DRC] Client 04 consolidating EWC anchor (task done) ...
  [DRC] Client 05 consolidating EWC anchor (task done) ...
  [DRC] Client 06 consolidating EWC anchor (task done) ...
  [DRC] Client 07 consolidating EWC anchor (task done) ...
  [DRC] Client 08 consolidating EWC anchor (task done) ...
  [DRC] Client 09 consolidating EWC anchor (task done) ...

───────────────────────────────────────────────────────
 TASK 4  (25 rounds)
───────────────────────────────────────────────────────
  Client 00 | round=  1 | stage=STABLE     | score=0.000 | loss=2.1421 | acc=0.385 ✓
  Client 01 | round=  1 | stage=REPLAY     | score=0.307 | loss=2.2043 | acc=0.423 ✓
  Client 02 | round=  1 | stage=STABLE     | score=0.007 | loss=2.0440 | acc=0.407 ✓
  Client 03 | round=  1 | stage=REPLAY     | score=0.517 | loss=1.9898 | acc=0.519 ✓
  Client 04 | round=  1 | stage=STABLE     | score=0.000 | loss=1.3299 | acc=0.500 ✓
  Client 05 | round=  1 | stage=REPLAY     | score=0.361 | loss=1.6177 | acc=0.500 ✓
  Client 06 | round=  1 | stage=REPLAY     | score=1.000 | loss=1.5906 | acc=0.385 ✓
  Client 07 | round=  1 | stage=REPLAY     | score=1.000 | loss=2.3327 | acc=0.462 ✓
  Client 08 | round=  1 | stage=REPLAY     | score=0.772 | loss=2.1983 | acc=0.314 ✓
  Client 09 | round=  1 | stage=REPLAY     | score=0.663 | loss=0.8872 | acc=0.717 ✓
[Server] Round 101: active=7/10 | τ=0.604 | avg_score=0.463 | avg_acc=0.493
  Client 00 | round=  2 | stage=REPLAY     | score=0.794 | loss=2.2690 | acc=0.385 ✓
  Client 01 | round=  2 | stage=STABLE     | score=0.000 | loss=1.9678 | acc=0.423 ✓
  Client 02 | round=  2 | stage=STABLE     | score=0.000 | loss=1.9947 | acc=0.444 ✓
  Client 03 | round=  2 | stage=REPLAY     | score=0.889 | loss=1.9269 | acc=0.519 ✓
  Client 04 | round=  2 | stage=REPLAY     | score=0.759 | loss=1.4445 | acc=0.467 ✓
  Client 05 | round=  2 | stage=REPLAY     | score=0.483 | loss=1.6637 | acc=0.567 ✓
  Client 06 | round=  2 | stage=STABLE     | score=0.000 | loss=1.7642 | acc=0.423 ✓
  Client 07 | round=  2 | stage=STABLE     | score=0.000 | loss=2.0115 | acc=0.462 ✓
  Client 08 | round=  2 | stage=REPLAY     | score=0.312 | loss=2.1746 | acc=0.371 ✓
  Client 09 | round=  2 | stage=STABLE     | score=0.004 | loss=0.8410 | acc=0.717 ✓
[Server] Round 102: active=10/10 | τ=0.640 | avg_score=0.324 | avg_acc=0.478
  Client 00 | round=  3 | stage=REPLAY     | score=0.362 | loss=2.0058 | acc=0.385 ✓
  Client 01 | round=  3 | stage=STABLE     | score=0.150 | loss=1.9249 | acc=0.538 ✓
  Client 02 | round=  3 | stage=REPLAY     | score=0.336 | loss=1.8538 | acc=0.407 ✓
  Client 03 | round=  3 | stage=STABLE     | score=0.167 | loss=1.8170 | acc=0.370 ✓
  Client 04 | round=  3 | stage=REPLAY     | score=0.637 | loss=1.3498 | acc=0.467 ✓
  Client 05 | round=  3 | stage=REPLAY     | score=0.638 | loss=1.4995 | acc=0.567 ✓
  Client 06 | round=  3 | stage=STABLE     | score=0.000 | loss=1.6778 | acc=0.423 ✓
  Client 07 | round=  3 | stage=STABLE     | score=0.000 | loss=1.9277 | acc=0.462 ✓
  Client 08 | round=  3 | stage=STABLE     | score=0.000 | loss=1.8485 | acc=0.371 ✓
  Client 09 | round=  3 | stage=REPLAY     | score=0.436 | loss=0.7009 | acc=0.700 ✓
[Server] Round 103: active=10/10 | τ=0.622 | avg_score=0.273 | avg_acc=0.469
  Client 00 | round=  4 | stage=REPLAY     | score=0.328 | loss=1.9059 | acc=0.385 ✓
  Client 01 | round=  4 | stage=REPLAY     | score=0.404 | loss=1.8921 | acc=0.462 ✓
  Client 02 | round=  4 | stage=REPLAY     | score=0.415 | loss=1.6412 | acc=0.407 ✓
  Client 03 | round=  4 | stage=STABLE     | score=0.000 | loss=1.7841 | acc=0.407 ✓
  Client 04 | round=  4 | stage=STABLE     | score=0.145 | loss=1.1646 | acc=0.500 ✓
  Client 05 | round=  4 | stage=STABLE     | score=0.000 | loss=1.3516 | acc=0.533 ✓
  Client 06 | round=  4 | stage=STABLE     | score=0.014 | loss=1.5494 | acc=0.385 ✓
  Client 07 | round=  4 | stage=STABLE     | score=0.000 | loss=2.0519 | acc=0.462 ✓
  Client 08 | round=  4 | stage=STABLE     | score=0.270 | loss=1.8904 | acc=0.400 ✓
  Client 09 | round=  4 | stage=STABLE     | score=0.000 | loss=0.5882 | acc=0.767 ✓
[Server] Round 104: active=10/10 | τ=0.565 | avg_score=0.158 | avg_acc=0.471
  Client 00 | round=  5 | stage=EWC        | score=0.578 | loss=1.4961 | acc=0.462 ✓
  Client 01 | round=  5 | stage=STABLE     | score=0.000 | loss=1.6943 | acc=0.577 ✓
  Client 02 | round=  5 | stage=REPLAY     | score=0.489 | loss=1.4842 | acc=0.407 ✓
  Client 03 | round=  5 | stage=STABLE     | score=0.000 | loss=1.4332 | acc=0.556 ✓
  Client 04 | round=  5 | stage=STABLE     | score=0.000 | loss=1.1249 | acc=0.500 ✓
  Client 05 | round=  5 | stage=STABLE     | score=0.000 | loss=1.2728 | acc=0.533 ✓
  Client 06 | round=  5 | stage=STABLE     | score=0.125 | loss=1.3393 | acc=0.577 ✓
  Client 07 | round=  5 | stage=STABLE     | score=0.021 | loss=1.7152 | acc=0.462 ✓
  Client 08 | round=  5 | stage=STABLE     | score=0.045 | loss=1.5827 | acc=0.400 ✓
  Client 09 | round=  5 | stage=STABLE     | score=0.090 | loss=0.5400 | acc=0.767 ✓
[Server] Round 105: active=10/10 | τ=0.526 | avg_score=0.135 | avg_acc=0.524
  Client 00 | round=  6 | stage=STABLE     | score=0.000 | loss=1.3304 | acc=0.462 ✓
  Client 01 | round=  6 | stage=STABLE     | score=0.000 | loss=1.5178 | acc=0.500 ✓
  Client 02 | round=  6 | stage=EWC        | score=0.500 | loss=1.1126 | acc=0.556 ✓
  Client 03 | round=  6 | stage=STABLE     | score=0.000 | loss=1.1752 | acc=0.519 ✓
  Client 04 | round=  6 | stage=REPLAY     | score=0.883 | loss=0.8490 | acc=0.600 ✓
  Client 05 | round=  6 | stage=STABLE     | score=0.135 | loss=0.9764 | acc=0.600 ✓
  Client 06 | round=  6 | stage=STABLE     | score=0.038 | loss=1.1303 | acc=0.500 ✓
  Client 07 | round=  6 | stage=STABLE     | score=0.000 | loss=1.3257 | acc=0.500 ✓
  Client 08 | round=  6 | stage=STABLE     | score=0.234 | loss=1.4087 | acc=0.400 ✓
  Client 09 | round=  6 | stage=REPLAY     | score=1.000 | loss=0.4805 | acc=0.800 ✓
[Server] Round 106: active=8/10 | τ=0.581 | avg_score=0.279 | avg_acc=0.504
  Client 00 | round=  7 | stage=STABLE     | score=0.000 | loss=1.0897 | acc=0.577 ✓
  Client 01 | round=  7 | stage=STABLE     | score=0.000 | loss=1.1516 | acc=0.538 ✓
  Client 02 | round=  7 | stage=STABLE     | score=0.283 | loss=0.9784 | acc=0.519 ✓
  Client 03 | round=  7 | stage=REPLAY     | score=0.508 | loss=0.9318 | acc=0.593 ✓
  Client 04 | round=  7 | stage=REPLAY     | score=1.000 | loss=0.8787 | acc=0.567 ✓
  Client 05 | round=  7 | stage=REPLAY     | score=0.500 | loss=0.9191 | acc=0.667 ✓
  Client 06 | round=  7 | stage=STABLE     | score=0.000 | loss=0.9303 | acc=0.654 ✓
  Client 07 | round=  7 | stage=STABLE     | score=0.000 | loss=1.1396 | acc=0.538 ✓
  Client 08 | round=  7 | stage=STABLE     | score=0.069 | loss=1.0781 | acc=0.571 ✓
  Client 09 | round=  7 | stage=STABLE     | score=0.000 | loss=0.4340 | acc=0.850 ✓
[Server] Round 107: active=9/10 | τ=0.598 | avg_score=0.236 | avg_acc=0.612
  Client 00 | round=  8 | stage=STABLE     | score=0.000 | loss=0.8531 | acc=0.615 ✓
  Client 01 | round=  8 | stage=STABLE     | score=0.000 | loss=0.8409 | acc=0.577 ✓
  Client 02 | round=  8 | stage=STABLE     | score=0.021 | loss=0.8030 | acc=0.593 ✓
  Client 03 | round=  8 | stage=STABLE     | score=0.000 | loss=0.8778 | acc=0.630 ✓
  Client 04 | round=  8 | stage=STABLE     | score=0.000 | loss=0.5346 | acc=0.667 ✓
  Client 05 | round=  8 | stage=STABLE     | score=0.000 | loss=0.6865 | acc=0.633 ✓
  Client 06 | round=  8 | stage=STABLE     | score=0.000 | loss=0.7089 | acc=0.615 ✓
  Client 07 | round=  8 | stage=STABLE     | score=0.000 | loss=0.9797 | acc=0.538 ✓
  Client 08 | round=  8 | stage=STABLE     | score=0.000 | loss=0.9678 | acc=0.543 ✓
  Client 09 | round=  8 | stage=STABLE     | score=0.000 | loss=0.3626 | acc=0.817 ✓
[Server] Round 108: active=10/10 | τ=0.500 | avg_score=0.002 | avg_acc=0.623
  Client 00 | round=  9 | stage=STABLE     | score=0.000 | loss=0.6252 | acc=0.692 ✓
  Client 01 | round=  9 | stage=STABLE     | score=0.000 | loss=0.6168 | acc=0.615 ✓
  Client 02 | round=  9 | stage=STABLE     | score=0.000 | loss=0.6143 | acc=0.630 ✓
  Client 03 | round=  9 | stage=STABLE     | score=0.000 | loss=0.5894 | acc=0.778 ✓
  Client 04 | round=  9 | stage=REPLAY     | score=0.743 | loss=0.3943 | acc=0.867 ✓
  Client 05 | round=  9 | stage=STABLE     | score=0.000 | loss=0.5535 | acc=0.767 ✓
  Client 06 | round=  9 | stage=REPLAY     | score=0.364 | loss=0.5352 | acc=0.769 ✓
  Client 07 | round=  9 | stage=STABLE     | score=0.000 | loss=0.6390 | acc=0.538 ✓
  Client 08 | round=  9 | stage=STABLE     | score=0.000 | loss=0.7456 | acc=0.686 ✓
  Client 09 | round=  9 | stage=STABLE     | score=0.000 | loss=0.3409 | acc=0.900 ✓
[Server] Round 109: active=10/10 | τ=0.500 | avg_score=0.111 | avg_acc=0.724
  Client 00 | round= 10 | stage=STABLE     | score=0.000 | loss=0.4679 | acc=0.769 ✓
  Client 01 | round= 10 | stage=STABLE     | score=0.000 | loss=0.4959 | acc=0.654 ✓
  Client 02 | round= 10 | stage=STABLE     | score=0.253 | loss=0.4842 | acc=0.741 ✓
  Client 03 | round= 10 | stage=STABLE     | score=0.268 | loss=0.3596 | acc=0.815 ✓
  Client 04 | round= 10 | stage=STABLE     | score=0.000 | loss=0.3284 | acc=0.900 ✓
  Client 05 | round= 10 | stage=STABLE     | score=0.135 | loss=0.4286 | acc=0.767 ✓
  Client 06 | round= 10 | stage=STABLE     | score=0.000 | loss=0.4324 | acc=0.846 ✓
  Client 07 | round= 10 | stage=STABLE     | score=0.000 | loss=0.5080 | acc=0.654 ✓
  Client 08 | round= 10 | stage=STABLE     | score=0.000 | loss=0.5876 | acc=0.686 ✓
  Client 09 | round= 10 | stage=STABLE     | score=0.038 | loss=0.3198 | acc=0.900 ✓
[Server] Round 110: active=10/10 | τ=0.500 | avg_score=0.069 | avg_acc=0.773
  Client 00 | round= 11 | stage=STABLE     | score=0.000 | loss=0.4583 | acc=0.769 ✓
  Client 01 | round= 11 | stage=STABLE     | score=0.000 | loss=0.3698 | acc=0.769 ✓
  Client 02 | round= 11 | stage=STABLE     | score=0.095 | loss=0.3145 | acc=0.889 ✓
  Client 03 | round= 11 | stage=STABLE     | score=0.000 | loss=0.2979 | acc=0.852 ✓
  Client 04 | round= 11 | stage=STABLE     | score=0.000 | loss=0.3215 | acc=0.900 ✓
  Client 05 | round= 11 | stage=STABLE     | score=0.281 | loss=0.4567 | acc=0.767 ✓
  Client 06 | round= 11 | stage=STABLE     | score=0.000 | loss=0.2710 | acc=0.885 ✓
  Client 07 | round= 11 | stage=REPLAY     | score=0.439 | loss=0.3797 | acc=0.769 ✓
  Client 08 | round= 11 | stage=REPLAY     | score=0.523 | loss=0.3811 | acc=0.857 ✓
  Client 09 | round= 11 | stage=STABLE     | score=0.000 | loss=0.4064 | acc=0.817 ✓
[Server] Round 111: active=10/10 | τ=0.500 | avg_score=0.134 | avg_acc=0.827
  Client 00 | round= 12 | stage=STABLE     | score=0.000 | loss=0.3287 | acc=0.769 ✓
  Client 01 | round= 12 | stage=STABLE     | score=0.290 | loss=0.2717 | acc=0.923 ✓
  Client 02 | round= 12 | stage=STABLE     | score=0.085 | loss=0.2782 | acc=0.889 ✓
  Client 03 | round= 12 | stage=STABLE     | score=0.000 | loss=0.3246 | acc=0.815 ✓
  Client 04 | round= 12 | stage=STABLE     | score=0.000 | loss=0.2881 | acc=0.867 ✓
  Client 05 | round= 12 | stage=STABLE     | score=0.000 | loss=0.3856 | acc=0.867 ✓
  Client 06 | round= 12 | stage=STABLE     | score=0.000 | loss=0.2357 | acc=0.923 ✓
  Client 07 | round= 12 | stage=REPLAY     | score=0.762 | loss=0.3284 | acc=0.808 ✓
  Client 08 | round= 12 | stage=STABLE     | score=0.000 | loss=0.3916 | acc=0.829 ✓
  Client 09 | round= 12 | stage=STABLE     | score=0.000 | loss=0.4614 | acc=0.700 ✓
[Server] Round 112: active=9/10 | τ=0.500 | avg_score=0.114 | avg_acc=0.842
  Client 00 | round= 13 | stage=STABLE     | score=0.246 | loss=0.2672 | acc=0.846 ✓
  Client 01 | round= 13 | stage=STABLE     | score=0.258 | loss=0.3592 | acc=0.885 ✓
  Client 02 | round= 13 | stage=STABLE     | score=0.135 | loss=0.2972 | acc=0.889 ✓
  Client 03 | round= 13 | stage=STABLE     | score=0.000 | loss=0.2862 | acc=0.889 ✓
  Client 04 | round= 13 | stage=STABLE     | score=0.000 | loss=0.3405 | acc=0.900 ✓
  Client 05 | round= 13 | stage=STABLE     | score=0.000 | loss=0.4568 | acc=0.767 ✓
  Client 06 | round= 13 | stage=STABLE     | score=0.000 | loss=0.2628 | acc=0.885 ✓
  Client 07 | round= 13 | stage=STABLE     | score=0.000 | loss=0.2975 | acc=0.923 ✓
  Client 08 | round= 13 | stage=STABLE     | score=0.000 | loss=0.3802 | acc=0.886 ✓
  Client 09 | round= 13 | stage=STABLE     | score=0.000 | loss=0.5433 | acc=0.633 ✓
[Server] Round 113: active=10/10 | τ=0.500 | avg_score=0.064 | avg_acc=0.850
  Client 00 | round= 14 | stage=STABLE     | score=0.000 | loss=0.2381 | acc=0.885 ✓
  Client 01 | round= 14 | stage=STABLE     | score=0.112 | loss=0.2850 | acc=0.885 ✓
  Client 02 | round= 14 | stage=STABLE     | score=0.000 | loss=0.2822 | acc=0.852 ✓
  Client 03 | round= 14 | stage=STABLE     | score=0.000 | loss=0.3390 | acc=0.852 ✓
  Client 04 | round= 14 | stage=STABLE     | score=0.000 | loss=0.3357 | acc=0.800 ✓
  Client 05 | round= 14 | stage=REPLAY     | score=0.355 | loss=0.3716 | acc=0.767 ✓
  Client 06 | round= 14 | stage=STABLE     | score=0.000 | loss=0.2965 | acc=0.885 ✓
  Client 07 | round= 14 | stage=STABLE     | score=0.000 | loss=0.2282 | acc=0.923 ✓
  Client 08 | round= 14 | stage=STABLE     | score=0.000 | loss=0.2896 | acc=0.857 ✓
  Client 09 | round= 14 | stage=STABLE     | score=0.098 | loss=0.6570 | acc=0.600 ✓
[Server] Round 114: active=10/10 | τ=0.500 | avg_score=0.057 | avg_acc=0.831
  Client 00 | round= 15 | stage=STABLE     | score=0.000 | loss=0.2643 | acc=0.885 ✓
  Client 01 | round= 15 | stage=STABLE     | score=0.266 | loss=0.2775 | acc=0.885 ✓
  Client 02 | round= 15 | stage=STABLE     | score=0.000 | loss=0.3535 | acc=0.852 ✓
  Client 03 | round= 15 | stage=STABLE     | score=0.000 | loss=0.3013 | acc=0.852 ✓
  Client 04 | round= 15 | stage=REPLAY     | score=0.339 | loss=0.3989 | acc=0.767 ✓
  Client 05 | round= 15 | stage=STABLE     | score=0.000 | loss=0.4297 | acc=0.800 ✓
  Client 06 | round= 15 | stage=STABLE     | score=0.000 | loss=0.3093 | acc=0.885 ✓
